user_id,first_name,last_name,age,city,reg_date,plan,churn_date,is_churned,cant_mensajes,cant_llamadas,cant_minutos_llamada
10017,Mariana,Gomez,51,cali,2022-01-05 15:43:04.546136534,Basico,,0,4.0,4.0,10.739999999999998
10018,Luis,Garcia,74,guadalajara,2022-01-05 22:17:22.460615153,Basico,,0,6.0,4.0,12.97
10019,Carlos,Lopez,64,cdmx,2022-01-06 04:51:40.375093773,Basico,,0,5.0,5.0,28.41
10020,Mateo,Garcia,26,medellín,2022-01-06 11:25:58.289572393,Premium,,0,6.0,4.0,9.12
10021,Ana,Garcia,68,bogotá,2022-01-06 18:00:16.204051012,Basico,,0,7.0,7.0,46.46
10022,Carlos,Torres,37,Unknown,2022-01-07 00:34:34.118529632,Basico,,0,6.0,6.0,24.47
10023,Luis,Lopez,57,Unknown,2022-01-07 07:08:52.033008252,Basico,,0,6.0,2.0,3.37
10024,Mariana,Gomez,42,monterrey,2022-01-07 13:43:09.947486871,Basico,,0,5.0,7.0,30.93
10025,Mateo,Gomez,36,bogotá,2022-01-07 20:17:27.861965491,Premium,,0,3.0,5.0,25.46
10026,Carlos,Ramirez,22,bogotá,2022-01-08 02:51:45.776444111,Premium,,0,3.0,3.0,6.47
10027,Ana,Gomez,28,monterrey,2022-01-08 09:26:03.690922730,Premium,,0,8.0,7.0,84.77
10028,Ana,Torres,32,cali,2022-01-08 16:00:21.605401350,Basico,,0,5.0,1.0,2.94
10029,Sofia,Garcia,25,cali,2022-01-08 22:34:39.519879970,Basico,,0,8.0,2.0,5.7299999999999995
10030,Sofia,Garcia,36,bogotá,2022-01-09 05:08:57.434358589,Basico,,0,7.0,4.0,16.03
10031,Luis,Garcia,40,cdmx,2022-01-09 11:43:15.348837209,Premium,,0,8.0,2.0,6.45
10032,Carlos,Lopez,44,monterrey,2022-01-09 18:17:33.263315829,Premium,2024-06-13 23:06:40,1,8.0,2.0,19.119999999999997
10033,Carlos,Gomez,57,guadalajara,2022-01-10 00:51:51.177794448,Premium,,0,2.0,5.0,42.5
10034,Mariana,Torres,49,cali,2022-01-10 07:26:09.092273068,Basico,,0,11.0,5.0,17.57
10035,Mariana,Lopez,43,cdmx,2022-01-10 14:00:27.006751688,Basico,,0,2.0,2.0,3.8299999999999996
10036,Mariana,Ramirez,44,cali,2022-01-10 20:34:44.921230307,Basico,,0,10.0,2.0,2.99
10037,Sofia,Torres,79,medellín,2022-01-11 03:09:02.835708927,Premium,,0,5.0,2.0,4.12
10038,Carlos,Torres,36,medellín,2022-01-11 09:43:20.750187547,Premium,2024-09-12 00:13:20,1,4.0,4.0,11.75
10039,Carlos,Torres,67,bogotá,2022-01-11 16:17:38.664666166,Premium,,0,9.0,5.0,27.21
10040,Ana,Garcia,59,medellín,,Basico,,0,3.0,4.0,32.34
10041,Sofia,Torres,46,medellín,2022-01-12 05:26:14.493623405,Basico,,0,4.0,3.0,14.4
10042,Mateo,Gomez,56,cali,2022-01-12 12:00:32.408102025,Basico,2024-07-22 23:13:20,1,4.0,4.0,32.25
10043,Sofia,Torres,77,bogotá,2022-01-12 18:34:50.322580645,Basico,,0,2.0,5.0,34.93
10044,Mateo,Garcia,58,bogotá,2022-01-13 01:09:08.237059264,Basico,2024-11-10 00:53:20,1,8.0,1.0,6.3
10045,Ana,Torres,50,medellín,2022-01-13 07:43:26.151537884,Basico,,0,7.0,5.0,26.43
10046,Luis,Ramirez,36,cdmx,2022-01-13 14:17:44.066016504,Premium,,0,6.0,6.0,32.39
10047,Carlos,Ramirez,54,bogotá,2022-01-13 20:52:01.980495123,Premium,2024-10-08 23:26:40,1,4.0,2.0,7.3
10048,Ana,Garcia,36,Unknown,2022-01-14 03:26:19.894973743,Basico,,0,3.0,1.0,6.58
10049,Carlos,Gomez,50,cdmx,2022-01-14 10:00:37.809452363,Basico,,0,7.0,4.0,20.18
10050,Mariana,Gomez,64,monterrey,2022-01-14 16:34:55.723930982,Basico,,0,4.0,1.0,14.52
10051,Luis,Lopez,33,monterrey,2022-01-14 23:09:13.638409602,Premium,,0,6.0,2.0,9.35
10052,Luis,Garcia,40,medellín,2022-01-15 05:43:31.552888222,Basico,,0,4.0,3.0,27.990000000000002
10053,Ana,Torres,24,cdmx,2022-01-15 12:17:49.467366841,Basico,,0,4.0,7.0,32.2
10054,Luis,Garcia,43,medellín,2022-01-15 18:52:07.381845461,Premium,2024-08-13 00:46:40,1,6.0,2.0,1.19
10055,Mateo,Lopez,49,cdmx,2022-01-16 01:26:25.296324081,Basico,,0,8.0,5.0,30.38
10056,Luis,Garcia,29,cdmx,,Basico,2024-07-25 01:13:20,1,6.0,3.0,27.34
10057,Carlos,Garcia,25,medellín,2022-01-16 14:35:01.125281320,Premium,,0,5.0,5.0,13.73
10058,Carlos,Lopez,22,monterrey,2022-01-16 21:09:19.039759940,Premium,,0,2.0,9.0,37.73
10059,Carlos,Gomez,59,Unknown,2022-01-17 03:43:36.954238559,Premium,,0,6.0,3.0,38.790000000000006
10060,Carlos,Torres,45,cdmx,,Basico,,0,6.0,7.0,39.2
10061,Mateo,Lopez,70,bogotá,2022-01-17 16:52:12.783195799,Basico,,0,9.0,7.0,26.009999999999998
10062,Sofia,Ramirez,22,cdmx,2022-01-17 23:26:30.697674418,Premium,,0,6.0,2.0,3.62
10063,Mariana,Gomez,66,monterrey,2022-01-18 06:00:48.612153038,Basico,,0,8.0,4.0,11.700000000000001
10064,Ana,Ramirez,43,Unknown,2022-01-18 12:35:06.526631658,Premium,,0,9.0,2.0,8.559999999999999
10065,Carlos,Gomez,22,Unknown,2022-01-18 19:09:24.441110277,Premium,,0,5.0,3.0,34.48
10066,Luis,Torres,39,cdmx,2022-01-19 01:43:42.355588897,Premium,,0,6.0,3.0,14.350000000000001
10067,Carlos,Torres,32,bogotá,2022-01-19 08:18:00.270067517,Basico,,0,5.0,5.0,19.48
10068,Luis,Garcia,30,medellín,2022-01-19 14:52:18.184546136,Basico,,0,4.0,3.0,13.96
10069,Mariana,Ramirez,45,guadalajara,2022-01-19 21:26:36.099024756,Basico,2024-08-02 23:06:40,1,3.0,7.0,38.12
10070,Mariana,Gomez,50,cdmx,,Premium,,0,6.0,3.0,17.41
10071,Mariana,Torres,60,Unknown,2022-01-20 10:35:11.927981995,Basico,,0,11.0,4.0,12.68
10072,Luis,Lopez,40,Unknown,2022-01-20 17:09:29.842460615,Basico,,0,6.0,5.0,29.389999999999997
10073,Carlos,Torres,50,Unknown,2022-01-20 23:43:47.756939235,Basico,2024-10-05 23:13:20,1,6.0,10.0,53.199999999999996
10074,Mariana,Lopez,60,cali,2022-01-21 06:18:05.671417854,Basico,,0,3.0,6.0,28.779999999999998
10075,Mateo,Gomez,35,medellín,2022-01-21 12:52:23.585896474,Basico,,0,5.0,6.0,17.369999999999997
10076,Luis,Torres,67,monterrey,2022-01-21 19:26:41.500375094,Basico,2024-12-13 00:33:20,1,9.0,0.0,0.0
10077,Luis,Torres,70,cdmx,2022-01-22 02:00:59.414853713,Premium,,0,5.0,4.0,15.540000000000001
10078,Carlos,Gomez,47,cdmx,2022-01-22 08:35:17.329332333,Basico,,0,7.0,4.0,8.99
10079,Luis,Torres,43,medellín,2022-01-22 15:09:35.243810952,Basico,,0,5.0,5.0,36.25
10080,Luis,Lopez,33,cali,2022-01-22 21:43:53.158289572,Premium,,0,5.0,5.0,50.739999999999995
10081,Mariana,Torres,30,cali,2022-01-23 04:18:11.072768192,Premium,,0,5.0,5.0,28.88
10082,Carlos,Ramirez,56,Unknown,2022-01-23 10:52:28.987246811,Basico,2024-08-25 23:53:20,1,4.0,5.0,38.85
10083,Mariana,Garcia,50,Unknown,2022-01-23 17:26:46.901725431,Basico,,0,4.0,7.0,35.77
10084,Mariana,Lopez,43,Unknown,2022-01-24 00:01:04.816204051,Premium,2024-12-27 22:53:20,1,5.0,2.0,5.05
10085,Carlos,Ramirez,65,guadalajara,2022-01-24 06:35:22.730682670,Basico,,0,6.0,5.0,32.36
10086,Ana,Gomez,18,cali,2022-01-24 13:09:40.645161290,Basico,,0,7.0,5.0,17.52
10087,Mariana,Lopez,66,bogotá,2022-01-24 19:43:58.559639910,Basico,,0,4.0,4.0,18.49
10088,Mateo,Garcia,55,guadalajara,2022-01-25 02:18:16.474118529,Basico,,0,6.0,3.0,9.7
10089,Mateo,Garcia,19,Unknown,2022-01-25 08:52:34.388597149,Basico,,0,5.0,3.0,14.260000000000002
10090,Luis,Gomez,66,Unknown,2022-01-25 15:26:52.303075769,Premium,,0,7.0,8.0,32.629999999999995
10091,Mateo,Gomez,23,cdmx,2022-01-25 22:01:10.217554388,Premium,,0,3.0,3.0,17.3
10092,Luis,Lopez,63,cdmx,2022-01-26 04:35:28.132033008,Basico,,0,7.0,1.0,11.26
10093,Ana,Torres,67,medellín,2022-01-26 11:09:46.046511628,Basico,,0,2.0,7.0,71.57
10094,Carlos,Gomez,55,medellín,2022-01-26 17:44:03.960990247,Basico,,0,4.0,2.0,15.84
10095,Carlos,Torres,59,Unknown,2022-01-27 00:18:21.875468867,Basico,,0,9.0,9.0,28.240000000000002
10096,Carlos,Ramirez,41,guadalajara,2022-01-27 06:52:39.789947487,Basico,,0,9.0,4.0,29.81
10097,Mateo,Garcia,35,cdmx,2022-01-27 13:26:57.704426106,Premium,,0,5.0,5.0,11.200000000000001
10098,Ana,Torres,44,guadalajara,2022-01-27 20:01:15.618904726,Premium,,0,5.0,3.0,17.869999999999997
10099,Mateo,Garcia,58,cdmx,2022-01-28 02:35:33.533383346,Basico,2024-06-05 23:26:40,1,2.0,4.0,22.78
10100,Mateo,Torres,25,cdmx,2022-01-28 09:09:51.447861965,Premium,,0,9.0,2.0,12.34
10101,Ana,Ramirez,45,Unknown,2022-01-28 15:44:09.362340585,Basico,,0,7.0,5.0,17.08
10102,Ana,Gomez,27,monterrey,2022-01-28 22:18:27.276819205,Basico,,0,5.0,6.0,36.51
10103,Ana,Ramirez,34,bogotá,2022-01-29 04:52:45.191297824,Basico,,0,7.0,3.0,15.03
10104,Ana,Gomez,72,cdmx,2022-01-29 11:27:03.105776444,Premium,2024-07-16 00:33:20,1,5.0,4.0,11.09
10105,Carlos,Gomez,79,guadalajara,2022-01-29 18:01:21.020255064,Premium,,0,5.0,3.0,9.15
10106,Sofia,Garcia,46,cali,2022-01-30 00:35:38.934733683,Premium,,0,11.0,5.0,19.07
10107,Sofia,Ramirez,75,medellín,2022-01-30 07:09:56.849212303,Basico,,0,6.0,4.0,14.08
10108,Ana,Torres,23,cali,2022-01-30 13:44:14.763690923,Basico,,0,6.0,6.0,30.22
10109,Sofia,Ramirez,31,bogotá,2022-01-30 20:18:32.678169542,Basico,,0,7.0,4.0,15.440000000000001
10110,Sofia,Garcia,39,monterrey,2022-01-31 02:52:50.592648162,Basico,,0,7.0,3.0,14.81
10111,Ana,Gomez,71,bogotá,2022-01-31 09:27:08.507126782,Basico,,0,6.0,2.0,11.68
10112,Sofia,Garcia,23,monterrey,2022-01-31 16:01:26.421605401,Premium,,0,2.0,8.0,25.580000000000002
10113,Mateo,Lopez,43,cali,2022-01-31 22:35:44.336084021,Premium,,0,4.0,3.0,16.240000000000002
10114,Luis,Lopez,56,guadalajara,2022-02-01 05:10:02.250562641,Basico,,0,3.0,5.0,27.91
10115,Luis,Torres,29,medellín,2022-02-01 11:44:20.165041260,Basico,,0,7.0,2.0,12.78
10116,Ana,Garcia,52,cdmx,2022-02-01 18:18:38.079519880,Basico,,0,3.0,11.0,44.32
10117,Carlos,Torres,31,medellín,2022-02-02 00:52:55.993998500,Premium,2024-12-13 00:33:20,1,5.0,3.0,7.68
10118,Ana,Torres,39,Unknown,2022-02-02 07:27:13.908477119,Premium,,0,4.0,4.0,7.44
10119,Carlos,Lopez,68,medellín,2022-02-02 14:01:31.822955739,Premium,,0,4.0,4.0,18.78
10120,Luis,Torres,40,bogotá,2022-02-02 20:35:49.737434359,Basico,,0,7.0,2.0,18.36
10121,Ana,Lopez,65,Unknown,2022-02-03 03:10:07.651912978,Basico,2024-08-07 00:20:00,1,2.0,6.0,28.11
10122,Mariana,Gomez,24,medellín,2022-02-03 09:44:25.566391598,Premium,,0,2.0,9.0,34.84
10123,Mateo,Garcia,57,guadalajara,2022-02-03 16:18:43.480870217,Premium,,0,10.0,2.0,9.4
10124,Sofia,Torres,67,guadalajara,2022-02-03 22:53:01.395348837,Basico,,0,8.0,7.0,27.310000000000002
10125,Carlos,Lopez,42,medellín,2022-02-04 05:27:19.309827457,Basico,,0,5.0,6.0,28.41
10126,Mariana,Ramirez,30,medellín,2022-02-04 12:01:37.224306076,Basico,,0,6.0,6.0,25.02
10127,Sofia,Torres,38,monterrey,2022-02-04 18:35:55.138784696,Premium,,0,2.0,1.0,3.97
10128,Sofia,Gomez,58,monterrey,2022-02-05 01:10:13.053263316,Premium,,0,3.0,3.0,3.0100000000000002
10129,Ana,Gomez,27,Unknown,2022-02-05 07:44:30.967741935,Premium,,0,8.0,4.0,11.34
10130,Sofia,Ramirez,70,cdmx,2022-02-05 14:18:48.882220555,Basico,,0,6.0,5.0,13.16
10131,Mateo,Lopez,72,bogotá,2022-02-05 20:53:06.796699175,Basico,,0,1.0,4.0,13.77
10132,Mariana,Torres,76,cdmx,2022-02-06 03:27:24.711177794,Basico,,0,10.0,3.0,17.080000000000002
10133,Sofia,Lopez,26,cali,2022-02-06 10:01:42.625656414,Premium,2024-12-02 00:40:00,1,6.0,0.0,0.0
10134,Ana,Gomez,32,cdmx,2022-02-06 16:36:00.540135034,Basico,,0,7.0,1.0,0.6
10135,Mateo,Lopez,69,medellín,2022-02-06 23:10:18.454613653,Premium,,0,6.0,6.0,21.91
10136,Luis,Gomez,19,cdmx,2022-02-07 05:44:36.369092273,Basico,,0,3.0,1.0,3.44
10137,Mariana,Lopez,42,medellín,2022-02-07 12:18:54.283570893,Premium,,0,5.0,8.0,34.52
10138,Sofia,Ramirez,30,cali,2022-02-07 18:53:12.198049512,Premium,,0,4.0,4.0,19.42
10139,Ana,Garcia,51,monterrey,2022-02-08 01:27:30.112528132,Basico,,0,5.0,1.0,7.93
10140,Luis,Ramirez,68,bogotá,2022-02-08 08:01:48.027006752,Premium,,0,9.0,1.0,4.37
10141,Luis,Ramirez,75,bogotá,2022-02-08 14:36:05.941485371,Basico,,0,4.0,4.0,3.92
10142,Carlos,Garcia,51,monterrey,2022-02-08 21:10:23.855963991,Basico,,0,7.0,1.0,2.08
10143,Mateo,Garcia,52,cali,2022-02-09 03:44:41.770442611,Basico,,0,3.0,2.0,6.67
10144,Sofia,Torres,55,guadalajara,2022-02-09 10:18:59.684921230,Premium,,0,10.0,4.0,4.789999999999999
10145,Ana,Torres,20,medellín,2022-02-09 16:53:17.599399850,Premium,2024-10-25 23:46:40,1,4.0,3.0,8.3
10146,Carlos,Ramirez,48,guadalajara,2022-02-09 23:27:35.513878470,Basico,,0,8.0,9.0,28.21
10147,Mateo,Ramirez,59,guadalajara,2022-02-10 06:01:53.428357089,Premium,2024-06-10 00:40:00,1,2.0,5.0,26.63
10148,Carlos,Gomez,73,monterrey,2022-02-10 12:36:11.342835709,Premium,,0,3.0,4.0,23.6
10149,Mariana,Gomez,76,bogotá,2022-02-10 19:10:29.257314329,Premium,,0,3.0,4.0,22.66
10150,Mateo,Torres,23,bogotá,2022-02-11 01:44:47.171792948,Basico,2024-06-26 00:00:00,1,7.0,2.0,14.57
10151,Mateo,Torres,72,medellín,2022-02-11 08:19:05.086271568,Basico,,0,10.0,1.0,4.62
10152,Sofia,Gomez,65,guadalajara,2022-02-11 14:53:23.000750188,Premium,,0,6.0,8.0,50.010000000000005
10153,Mateo,Gomez,66,cdmx,2022-02-11 21:27:40.915228807,Basico,,0,3.0,7.0,21.89
10154,Carlos,Lopez,36,cali,2022-02-12 04:01:58.829707427,Basico,,0,6.0,1.0,0.34
10155,Mateo,Lopez,20,cali,2022-02-12 10:36:16.744186046,Premium,,0,8.0,3.0,9.67
10156,Sofia,Gomez,35,cdmx,2022-02-12 17:10:34.658664666,Basico,,0,4.0,3.0,3.19
10157,Sofia,Lopez,56,medellín,2022-02-12 23:44:52.573143286,Premium,,0,6.0,4.0,6.9399999999999995
10158,Mariana,Garcia,26,monterrey,2022-02-13 06:19:10.487621905,Basico,2024-08-30 23:20:00,1,8.0,7.0,32.81
10159,Carlos,Torres,69,cali,2022-02-13 12:53:28.402100525,Premium,,0,11.0,3.0,19.729999999999997
10160,Luis,Torres,29,Unknown,2022-02-13 19:27:46.316579145,Basico,,0,8.0,2.0,9.3
10161,Luis,Gomez,22,Unknown,2022-02-14 02:02:04.231057764,Basico,,0,4.0,6.0,15.86
10162,Mateo,Ramirez,20,cali,2022-02-14 08:36:22.145536384,Basico,,0,7.0,6.0,19.17
10163,Mariana,Gomez,28,guadalajara,2022-02-14 15:10:40.060015004,Premium,,0,7.0,6.0,42.56
10164,Ana,Lopez,74,cali,2022-02-14 21:44:57.974493623,Premium,,0,4.0,5.0,23.59
10165,Mateo,Ramirez,47,bogotá,2022-02-15 04:19:15.888972243,Basico,,0,6.0,4.0,9.43
10166,Mariana,Lopez,21,cdmx,2022-02-15 10:53:33.803450863,Basico,2024-06-26 00:00:00,1,9.0,4.0,15.12
10167,Carlos,Garcia,22,bogotá,2022-02-15 17:27:51.717929482,Basico,,0,5.0,4.0,23.53
10168,Carlos,Lopez,18,Unknown,2022-02-16 00:02:09.632408102,Basico,,0,7.0,4.0,8.03
10169,Carlos,Garcia,44,Unknown,2022-02-16 06:36:27.546886722,Premium,,0,4.0,4.0,8.07
10170,Carlos,Garcia,45,cdmx,2022-02-16 13:10:45.461365341,Basico,,0,4.0,5.0,19.17
10171,Carlos,Lopez,48,medellín,2022-02-16 19:45:03.375843961,Basico,2024-08-15 00:00:00,1,3.0,8.0,38.72
10172,Mariana,Lopez,46,cali,2022-02-17 02:19:21.290322581,Premium,,0,8.0,7.0,42.15
10173,Mariana,Garcia,35,guadalajara,2022-02-17 08:53:39.204801200,Premium,,0,4.0,8.0,41.67
10174,Sofia,Ramirez,29,bogotá,2022-02-17 15:27:57.119279820,Premium,,0,5.0,0.0,0.0
10175,Luis,Garcia,30,medellín,2022-02-17 22:02:15.033758440,Basico,,0,2.0,5.0,30.94
10176,Carlos,Torres,58,bogotá,2022-02-18 04:36:32.948237059,Basico,,0,8.0,2.0,7.75
10177,Ana,Garcia,19,cdmx,2022-02-18 11:10:50.862715679,Basico,,0,6.0,2.0,6.119999999999999
10178,Mariana,Ramirez,54,medellín,2022-02-18 17:45:08.777194299,Basico,,0,7.0,6.0,30.57
10179,Ana,Torres,62,Unknown,2022-02-19 00:19:26.691672918,Premium,,0,4.0,6.0,31.93
10180,Ana,Gomez,33,medellín,2022-02-19 06:53:44.606151538,Premium,2024-10-14 23:53:20,1,7.0,4.0,12.21
10181,Ana,Gomez,65,cali,2022-02-19 13:28:02.520630158,Basico,,0,2.0,2.0,26.08
10182,Sofia,Ramirez,41,monterrey,2022-02-19 20:02:20.435108777,Basico,2024-07-05 22:53:20,1,5.0,5.0,20.16
10183,Mariana,Garcia,52,guadalajara,2022-02-20 02:36:38.349587397,Basico,,0,5.0,5.0,11.74
10184,Ana,Lopez,39,medellín,2022-02-20 09:10:56.264066017,Basico,,0,6.0,6.0,57.31
10185,Carlos,Ramirez,53,monterrey,2022-02-20 15:45:14.178544636,Basico,,0,5.0,7.0,40.739999999999995
10186,Mateo,Torres,28,Unknown,2022-02-20 22:19:32.093023256,Basico,,0,2.0,3.0,22.2
10187,Ana,Torres,72,cdmx,2022-02-21 04:53:50.007501875,Basico,,0,7.0,2.0,10.620000000000001
10188,Sofia,Gomez,75,bogotá,2022-02-21 11:28:07.921980495,Basico,,0,2.0,9.0,49.86
10189,Mariana,Torres,63,monterrey,2022-02-21 18:02:25.836459115,Basico,,0,9.0,4.0,35.42
10190,Sofia,Ramirez,46,Unknown,2022-02-22 00:36:43.750937734,Basico,,0,2.0,6.0,22.810000000000002
10191,Ana,Torres,52,cdmx,2022-02-22 07:11:01.665416354,Basico,,0,5.0,5.0,34.89
10192,Mariana,Ramirez,65,cdmx,2022-02-22 13:45:19.579894974,Premium,,0,11.0,5.0,40.24
10193,Mateo,Lopez,71,guadalajara,2022-02-22 20:19:37.494373594,Basico,,0,2.0,7.0,26.88
10194,Ana,Gomez,32,cali,2022-02-23 02:53:55.408852213,Basico,,0,5.0,5.0,6.66
10195,Sofia,Torres,77,guadalajara,2022-02-23 09:28:13.323330833,Basico,,0,6.0,2.0,11.35
10196,Luis,Ramirez,48,guadalajara,2022-02-23 16:02:31.237809453,Premium,,0,8.0,7.0,28.45
10197,Carlos,Garcia,59,cdmx,2022-02-23 22:36:49.152288072,Basico,,0,3.0,2.0,3.56
10198,Sofia,Gomez,58,medellín,2022-02-24 05:11:07.066766692,Basico,2024-10-30 23:13:20,1,8.0,9.0,78.77
10199,Mariana,Lopez,60,cdmx,2022-02-24 11:45:24.981245312,Basico,,0,8.0,7.0,37.82
10200,Ana,Ramirez,33,monterrey,2022-02-24 18:19:42.895723931,Basico,,0,7.0,6.0,38.39
10201,Carlos,Lopez,27,guadalajara,2022-02-25 00:54:00.810202551,Premium,,0,5.0,5.0,11.08
10202,Ana,Lopez,66,bogotá,2022-02-25 07:28:18.724681171,Premium,,0,5.0,2.0,8.02
10203,Mariana,Torres,49,medellín,2022-02-25 14:02:36.639159790,Premium,,0,6.0,1.0,3.49
10204,Ana,Torres,68,bogotá,2022-02-25 20:36:54.553638410,Basico,,0,7.0,2.0,2.05
10205,Luis,Ramirez,19,Unknown,2022-02-26 03:11:12.468117030,Premium,,0,4.0,10.0,52.47
10206,Carlos,Garcia,41,Unknown,2022-02-26 09:45:30.382595649,Basico,,0,1.0,2.0,8.67
10207,Carlos,Ramirez,40,monterrey,2022-02-26 16:19:48.297074269,Basico,,0,4.0,4.0,22.69
10208,Mariana,Garcia,19,cali,2022-02-26 22:54:06.211552888,Basico,,0,5.0,4.0,19.06
10209,Luis,Lopez,55,medellín,2022-02-27 05:28:24.126031508,Basico,,0,2.0,3.0,13.19
10210,Sofia,Gomez,48,Unknown,2022-02-27 12:02:42.040510128,Basico,,0,2.0,4.0,27.880000000000003
10211,Ana,Ramirez,68,bogotá,2022-02-27 18:36:59.954988747,Premium,,0,5.0,4.0,21.8
10212,Mateo,Ramirez,57,bogotá,2022-02-28 01:11:17.869467367,Basico,,0,3.0,7.0,20.03
10213,Ana,Garcia,43,bogotá,2022-02-28 07:45:35.783945987,Basico,,0,9.0,3.0,16.15
10214,Ana,Lopez,46,Unknown,2022-02-28 14:19:53.698424606,Basico,,0,9.0,4.0,7.47
10215,Sofia,Lopez,20,guadalajara,2022-02-28 20:54:11.612903226,Basico,,0,11.0,6.0,20.700000000000003
10216,Ana,Garcia,75,guadalajara,2022-03-01 03:28:29.527381846,Premium,,0,4.0,6.0,148.76
10217,Luis,Lopez,31,monterrey,2022-03-01 10:02:47.441860465,Basico,,0,6.0,4.0,16.509999999999998
10218,Luis,Torres,42,guadalajara,2022-03-01 16:37:05.356339085,Premium,,0,5.0,3.0,2.29
10219,Carlos,Gomez,65,bogotá,2022-03-01 23:11:23.270817705,Basico,,0,8.0,1.0,2.44
10220,Mariana,Ramirez,18,cdmx,2022-03-02 05:45:41.185296324,Premium,,0,5.0,7.0,22.75
10221,Mateo,Gomez,70,monterrey,2022-03-02 12:19:59.099774944,Premium,,0,6.0,3.0,12.01
10222,Ana,Ramirez,20,Unknown,2022-03-02 18:54:17.014253564,Basico,,0,7.0,8.0,49.37
10223,Ana,Torres,71,bogotá,2022-03-03 01:28:34.928732183,Basico,,0,3.0,1.0,3.13
10224,Sofia,Lopez,43,medellín,2022-03-03 08:02:52.843210803,Premium,,0,5.0,6.0,36.93
10225,Mariana,Garcia,35,cdmx,2022-03-03 14:37:10.757689423,Basico,,0,2.0,3.0,19.650000000000002
10226,Luis,Torres,26,guadalajara,2022-03-03 21:11:28.672168042,Basico,,0,1.0,1.0,120.0
10227,Mateo,Gomez,55,cali,2022-03-04 03:45:46.586646662,Basico,,0,4.0,1.0,24.7
10228,Carlos,Garcia,40,cali,2022-03-04 10:20:04.501125282,Basico,2024-11-30 23:40:00,1,5.0,5.0,24.189999999999998
10229,Luis,Lopez,38,monterrey,2022-03-04 16:54:22.415603901,Basico,,0,6.0,3.0,6.11
10230,Mariana,Torres,74,Unknown,2022-03-04 23:28:40.330082521,Basico,,0,3.0,7.0,34.92
10231,Carlos,Garcia,18,Unknown,2022-03-05 06:02:58.244561141,Premium,,0,2.0,2.0,3.77
10232,Sofia,Torres,38,Unknown,2022-03-05 12:37:16.159039760,Basico,,0,9.0,8.0,35.81
10233,Sofia,Torres,44,bogotá,2022-03-05 19:11:34.073518380,Premium,,0,5.0,2.0,12.649999999999999
10234,Ana,Lopez,59,guadalajara,2022-03-06 01:45:51.987997000,Basico,,0,5.0,5.0,19.34
10235,Mariana,Ramirez,76,medellín,2022-03-06 08:20:09.902475619,Premium,,0,7.0,3.0,12.6
10236,Mateo,Garcia,23,medellín,2022-03-06 14:54:27.816954239,Premium,,0,6.0,5.0,31.56
10237,Carlos,Lopez,72,cdmx,2022-03-06 21:28:45.731432859,Premium,,0,5.0,5.0,9.34
10238,Luis,Torres,61,cali,2022-03-07 04:03:03.645911478,Premium,2024-08-02 23:06:40,1,6.0,4.0,3.76
10239,Mariana,Lopez,53,cdmx,2022-03-07 10:37:21.560390098,Premium,,0,6.0,5.0,15.74
10240,Mariana,Ramirez,45,bogotá,2022-03-07 17:11:39.474868718,Premium,,0,6.0,5.0,28.49
10241,Sofia,Garcia,62,monterrey,2022-03-07 23:45:57.389347337,Basico,,0,6.0,5.0,33.379999999999995
