user_id,first_name,last_name,age,city,reg_date,plan,churn_date,is_churned
10063,Mariana,Gomez,66,monterrey,2022-01-18 06:00:48.612153038,Basico,,0
10064,Ana,Ramirez,43,Unknown,2022-01-18 12:35:06.526631658,Premium,,0
10065,Carlos,Gomez,22,Unknown,2022-01-18 19:09:24.441110277,Premium,,0
10066,Luis,Torres,39,cdmx,2022-01-19 01:43:42.355588897,Premium,,0
10067,Carlos,Torres,32,bogotá,2022-01-19 08:18:00.270067517,Basico,,0
10068,Luis,Garcia,30,medellín,2022-01-19 14:52:18.184546136,Basico,,0
10069,Mariana,Ramirez,45,guadalajara,2022-01-19 21:26:36.099024756,Basico,2024-08-02 23:06:40,1
10070,Mariana,Gomez,50,cdmx,,Premium,,0
10071,Mariana,Torres,60,Unknown,2022-01-20 10:35:11.927981995,Basico,,0
10072,Luis,Lopez,40,Unknown,2022-01-20 17:09:29.842460615,Basico,,0
10073,Carlos,Torres,50,Unknown,2022-01-20 23:43:47.756939235,Basico,2024-10-05 23:13:20,1
10074,Mariana,Lopez,60,cali,2022-01-21 06:18:05.671417854,Basico,,0
10075,Mateo,Gomez,35,medellín,2022-01-21 12:52:23.585896474,Basico,,0
10076,Luis,Torres,67,monterrey,2022-01-21 19:26:41.500375094,Basico,2024-12-13 00:33:20,1
10077,Luis,Torres,70,cdmx,2022-01-22 02:00:59.414853713,Premium,,0
10078,Carlos,Gomez,47,cdmx,2022-01-22 08:35:17.329332333,Basico,,0
10079,Luis,Torres,43,medellín,2022-01-22 15:09:35.243810952,Basico,,0
10080,Luis,Lopez,33,cali,2022-01-22 21:43:53.158289572,Premium,,0
10081,Mariana,Torres,30,cali,2022-01-23 04:18:11.072768192,Premium,,0
10082,Carlos,Ramirez,56,Unknown,2022-01-23 10:52:28.987246811,Basico,2024-08-25 23:53:20,1
10083,Mariana,Garcia,50,Unknown,2022-01-23 17:26:46.901725431,Basico,,0
10084,Mariana,Lopez,43,Unknown,2022-01-24 00:01:04.816204051,Premium,2024-12-27 22:53:20,1
10085,Carlos,Ramirez,65,guadalajara,2022-01-24 06:35:22.730682670,Basico,,0
10086,Ana,Gomez,18,cali,2022-01-24 13:09:40.645161290,Basico,,0
10087,Mariana,Lopez,66,bogotá,2022-01-24 19:43:58.559639910,Basico,,0
10088,Mateo,Garcia,55,guadalajara,2022-01-25 02:18:16.474118529,Basico,,0
10089,Mateo,Garcia,19,Unknown,2022-01-25 08:52:34.388597149,Basico,,0
10090,Luis,Gomez,66,Unknown,2022-01-25 15:26:52.303075769,Premium,,0
10091,Mateo,Gomez,23,cdmx,2022-01-25 22:01:10.217554388,Premium,,0
10092,Luis,Lopez,63,cdmx,2022-01-26 04:35:28.132033008,Basico,,0
10093,Ana,Torres,67,medellín,2022-01-26 11:09:46.046511628,Basico,,0
10094,Carlos,Gomez,55,medellín,2022-01-26 17:44:03.960990247,Basico,,0
10095,Carlos,Torres,59,Unknown,2022-01-27 00:18:21.875468867,Basico,,0
10096,Carlos,Ramirez,41,guadalajara,2022-01-27 06:52:39.789947487,Basico,,0
10097,Mateo,Garcia,35,cdmx,2022-01-27 13:26:57.704426106,Premium,,0
10098,Ana,Torres,44,guadalajara,2022-01-27 20:01:15.618904726,Premium,,0
10099,Mateo,Garcia,58,cdmx,2022-01-28 02:35:33.533383346,Basico,2024-06-05 23:26:40,1
10100,Mateo,Torres,25,cdmx,2022-01-28 09:09:51.447861965,Premium,,0
10101,Ana,Ramirez,45,Unknown,2022-01-28 15:44:09.362340585,Basico,,0
10102,Ana,Gomez,27,monterrey,2022-01-28 22:18:27.276819205,Basico,,0
10103,Ana,Ramirez,34,bogotá,2022-01-29 04:52:45.191297824,Basico,,0
10104,Ana,Gomez,72,cdmx,2022-01-29 11:27:03.105776444,Premium,2024-07-16 00:33:20,1
10105,Carlos,Gomez,79,guadalajara,2022-01-29 18:01:21.020255064,Premium,,0
10106,Sofia,Garcia,46,cali,2022-01-30 00:35:38.934733683,Premium,,0
10107,Sofia,Ramirez,75,medellín,2022-01-30 07:09:56.849212303,Basico,,0
10108,Ana,Torres,23,cali,2022-01-30 13:44:14.763690923,Basico,,0
10109,Sofia,Ramirez,31,bogotá,2022-01-30 20:18:32.678169542,Basico,,0
10110,Sofia,Garcia,39,monterrey,2022-01-31 02:52:50.592648162,Basico,,0
10111,Ana,Gomez,71,bogotá,2022-01-31 09:27:08.507126782,Basico,,0
10112,Sofia,Garcia,23,monterrey,2022-01-31 16:01:26.421605401,Premium,,0
10113,Mateo,Lopez,43,cali,2022-01-31 22:35:44.336084021,Premium,,0
10114,Luis,Lopez,56,guadalajara,2022-02-01 05:10:02.250562641,Basico,,0
10115,Luis,Torres,29,medellín,2022-02-01 11:44:20.165041260,Basico,,0
10116,Ana,Garcia,52,cdmx,2022-02-01 18:18:38.079519880,Basico,,0
10117,Carlos,Torres,31,medellín,2022-02-02 00:52:55.993998500,Premium,2024-12-13 00:33:20,1
10118,Ana,Torres,39,Unknown,2022-02-02 07:27:13.908477119,Premium,,0
10119,Carlos,Lopez,68,medellín,2022-02-02 14:01:31.822955739,Premium,,0
10120,Luis,Torres,40,bogotá,2022-02-02 20:35:49.737434359,Basico,,0
10121,Ana,Lopez,65,Unknown,2022-02-03 03:10:07.651912978,Basico,2024-08-07 00:20:00,1
10122,Mariana,Gomez,24,medellín,2022-02-03 09:44:25.566391598,Premium,,0
10123,Mateo,Garcia,57,guadalajara,2022-02-03 16:18:43.480870217,Premium,,0
10124,Sofia,Torres,67,guadalajara,2022-02-03 22:53:01.395348837,Basico,,0
10125,Carlos,Lopez,42,medellín,2022-02-04 05:27:19.309827457,Basico,,0
10126,Mariana,Ramirez,30,medellín,2022-02-04 12:01:37.224306076,Basico,,0
10127,Sofia,Torres,38,monterrey,2022-02-04 18:35:55.138784696,Premium,,0
10128,Sofia,Gomez,58,monterrey,2022-02-05 01:10:13.053263316,Premium,,0
10129,Ana,Gomez,27,Unknown,2022-02-05 07:44:30.967741935,Premium,,0
10130,Sofia,Ramirez,70,cdmx,2022-02-05 14:18:48.882220555,Basico,,0
10131,Mateo,Lopez,72,bogotá,2022-02-05 20:53:06.796699175,Basico,,0
10132,Mariana,Torres,76,cdmx,2022-02-06 03:27:24.711177794,Basico,,0
10133,Sofia,Lopez,26,cali,2022-02-06 10:01:42.625656414,Premium,2024-12-02 00:40:00,1
10134,Ana,Gomez,32,cdmx,2022-02-06 16:36:00.540135034,Basico,,0
10135,Mateo,Lopez,69,medellín,2022-02-06 23:10:18.454613653,Premium,,0
10136,Luis,Gomez,19,cdmx,2022-02-07 05:44:36.369092273,Basico,,0
10137,Mariana,Lopez,42,medellín,2022-02-07 12:18:54.283570893,Premium,,0
10138,Sofia,Ramirez,30,cali,2022-02-07 18:53:12.198049512,Premium,,0
10139,Ana,Garcia,51,monterrey,2022-02-08 01:27:30.112528132,Basico,,0
10140,Luis,Ramirez,68,bogotá,2022-02-08 08:01:48.027006752,Premium,,0
10141,Luis,Ramirez,75,bogotá,2022-02-08 14:36:05.941485371,Basico,,0
10142,Carlos,Garcia,51,monterrey,2022-02-08 21:10:23.855963991,Basico,,0
10143,Mateo,Garcia,52,cali,2022-02-09 03:44:41.770442611,Basico,,0
10144,Sofia,Torres,55,guadalajara,2022-02-09 10:18:59.684921230,Premium,,0
10145,Ana,Torres,20,medellín,2022-02-09 16:53:17.599399850,Premium,2024-10-25 23:46:40,1
10146,Carlos,Ramirez,48,guadalajara,2022-02-09 23:27:35.513878470,Basico,,0
10147,Mateo,Ramirez,59,guadalajara,2022-02-10 06:01:53.428357089,Premium,2024-06-10 00:40:00,1
10148,Carlos,Gomez,73,monterrey,2022-02-10 12:36:11.342835709,Premium,,0
10149,Mariana,Gomez,76,bogotá,2022-02-10 19:10:29.257314329,Premium,,0
10150,Mateo,Torres,23,bogotá,2022-02-11 01:44:47.171792948,Basico,2024-06-26 00:00:00,1
10151,Mateo,Torres,72,medellín,2022-02-11 08:19:05.086271568,Basico,,0
10152,Sofia,Gomez,65,guadalajara,2022-02-11 14:53:23.000750188,Premium,,0
10153,Mateo,Gomez,66,cdmx,2022-02-11 21:27:40.915228807,Basico,,0
10154,Carlos,Lopez,36,cali,2022-02-12 04:01:58.829707427,Basico,,0
10155,Mateo,Lopez,20,cali,2022-02-12 10:36:16.744186046,Premium,,0
10156,Sofia,Gomez,35,cdmx,2022-02-12 17:10:34.658664666,Basico,,0
10157,Sofia,Lopez,56,medellín,2022-02-12 23:44:52.573143286,Premium,,0
10158,Mariana,Garcia,26,monterrey,2022-02-13 06:19:10.487621905,Basico,2024-08-30 23:20:00,1
10159,Carlos,Torres,69,cali,2022-02-13 12:53:28.402100525,Premium,,0
10160,Luis,Torres,29,Unknown,2022-02-13 19:27:46.316579145,Basico,,0
10161,Luis,Gomez,22,Unknown,2022-02-14 02:02:04.231057764,Basico,,0
10162,Mateo,Ramirez,20,cali,2022-02-14 08:36:22.145536384,Basico,,0
10163,Mariana,Gomez,28,guadalajara,2022-02-14 15:10:40.060015004,Premium,,0
10164,Ana,Lopez,74,cali,2022-02-14 21:44:57.974493623,Premium,,0
10165,Mateo,Ramirez,47,bogotá,2022-02-15 04:19:15.888972243,Basico,,0
10166,Mariana,Lopez,21,cdmx,2022-02-15 10:53:33.803450863,Basico,2024-06-26 00:00:00,1
10167,Carlos,Garcia,22,bogotá,2022-02-15 17:27:51.717929482,Basico,,0
10168,Carlos,Lopez,18,Unknown,2022-02-16 00:02:09.632408102,Basico,,0
10169,Carlos,Garcia,44,Unknown,2022-02-16 06:36:27.546886722,Premium,,0
10170,Carlos,Garcia,45,cdmx,2022-02-16 13:10:45.461365341,Basico,,0
10171,Carlos,Lopez,48,medellín,2022-02-16 19:45:03.375843961,Basico,2024-08-15 00:00:00,1
10172,Mariana,Lopez,46,cali,2022-02-17 02:19:21.290322581,Premium,,0
10173,Mariana,Garcia,35,guadalajara,2022-02-17 08:53:39.204801200,Premium,,0
10174,Sofia,Ramirez,29,bogotá,2022-02-17 15:27:57.119279820,Premium,,0
10175,Luis,Garcia,30,medellín,2022-02-17 22:02:15.033758440,Basico,,0
10176,Carlos,Torres,58,bogotá,2022-02-18 04:36:32.948237059,Basico,,0
10177,Ana,Garcia,19,cdmx,2022-02-18 11:10:50.862715679,Basico,,0
10178,Mariana,Ramirez,54,medellín,2022-02-18 17:45:08.777194299,Basico,,0
10179,Ana,Torres,62,Unknown,2022-02-19 00:19:26.691672918,Premium,,0
10180,Ana,Gomez,33,medellín,2022-02-19 06:53:44.606151538,Premium,2024-10-14 23:53:20,1
10181,Ana,Gomez,65,cali,2022-02-19 13:28:02.520630158,Basico,,0
10182,Sofia,Ramirez,41,monterrey,2022-02-19 20:02:20.435108777,Basico,2024-07-05 22:53:20,1
10183,Mariana,Garcia,52,guadalajara,2022-02-20 02:36:38.349587397,Basico,,0
10184,Ana,Lopez,39,medellín,2022-02-20 09:10:56.264066017,Basico,,0
10185,Carlos,Ramirez,53,monterrey,2022-02-20 15:45:14.178544636,Basico,,0
10186,Mateo,Torres,28,Unknown,2022-02-20 22:19:32.093023256,Basico,,0
10187,Ana,Torres,72,cdmx,2022-02-21 04:53:50.007501875,Basico,,0
10188,Sofia,Gomez,75,bogotá,2022-02-21 11:28:07.921980495,Basico,,0
10189,Mariana,Torres,63,monterrey,2022-02-21 18:02:25.836459115,Basico,,0
10190,Sofia,Ramirez,46,Unknown,2022-02-22 00:36:43.750937734,Basico,,0
10191,Ana,Torres,52,cdmx,2022-02-22 07:11:01.665416354,Basico,,0
10192,Mariana,Ramirez,65,cdmx,2022-02-22 13:45:19.579894974,Premium,,0
10193,Mateo,Lopez,71,guadalajara,2022-02-22 20:19:37.494373594,Basico,,0
10194,Ana,Gomez,32,cali,2022-02-23 02:53:55.408852213,Basico,,0
10195,Sofia,Torres,77,guadalajara,2022-02-23 09:28:13.323330833,Basico,,0
10196,Luis,Ramirez,48,guadalajara,2022-02-23 16:02:31.237809453,Premium,,0
10197,Carlos,Garcia,59,cdmx,2022-02-23 22:36:49.152288072,Basico,,0
10198,Sofia,Gomez,58,medellín,2022-02-24 05:11:07.066766692,Basico,2024-10-30 23:13:20,1
10199,Mariana,Lopez,60,cdmx,2022-02-24 11:45:24.981245312,Basico,,0
10200,Ana,Ramirez,33,monterrey,2022-02-24 18:19:42.895723931,Basico,,0
10201,Carlos,Lopez,27,guadalajara,2022-02-25 00:54:00.810202551,Premium,,0
10202,Ana,Lopez,66,bogotá,2022-02-25 07:28:18.724681171,Premium,,0
10203,Mariana,Torres,49,medellín,2022-02-25 14:02:36.639159790,Premium,,0
10204,Ana,Torres,68,bogotá,2022-02-25 20:36:54.553638410,Basico,,0
10205,Luis,Ramirez,19,Unknown,2022-02-26 03:11:12.468117030,Premium,,0
10206,Carlos,Garcia,41,Unknown,2022-02-26 09:45:30.382595649,Basico,,0
10207,Carlos,Ramirez,40,monterrey,2022-02-26 16:19:48.297074269,Basico,,0
10208,Mariana,Garcia,19,cali,2022-02-26 22:54:06.211552888,Basico,,0
10209,Luis,Lopez,55,medellín,2022-02-27 05:28:24.126031508,Basico,,0
10210,Sofia,Gomez,48,Unknown,2022-02-27 12:02:42.040510128,Basico,,0
10211,Ana,Ramirez,68,bogotá,2022-02-27 18:36:59.954988747,Premium,,0
10212,Mateo,Ramirez,57,bogotá,2022-02-28 01:11:17.869467367,Basico,,0
10213,Ana,Garcia,43,bogotá,2022-02-28 07:45:35.783945987,Basico,,0
10214,Ana,Lopez,46,Unknown,2022-02-28 14:19:53.698424606,Basico,,0
10215,Sofia,Lopez,20,guadalajara,2022-02-28 20:54:11.612903226,Basico,,0
10216,Ana,Garcia,75,guadalajara,2022-03-01 03:28:29.527381846,Premium,,0
10217,Luis,Lopez,31,monterrey,2022-03-01 10:02:47.441860465,Basico,,0
10218,Luis,Torres,42,guadalajara,2022-03-01 16:37:05.356339085,Premium,,0
10219,Carlos,Gomez,65,bogotá,2022-03-01 23:11:23.270817705,Basico,,0
10220,Mariana,Ramirez,18,cdmx,2022-03-02 05:45:41.185296324,Premium,,0
10221,Mateo,Gomez,70,monterrey,2022-03-02 12:19:59.099774944,Premium,,0
10222,Ana,Ramirez,20,Unknown,2022-03-02 18:54:17.014253564,Basico,,0
10223,Ana,Torres,71,bogotá,2022-03-03 01:28:34.928732183,Basico,,0
10224,Sofia,Lopez,43,medellín,2022-03-03 08:02:52.843210803,Premium,,0
10225,Mariana,Garcia,35,cdmx,2022-03-03 14:37:10.757689423,Basico,,0
10226,Luis,Torres,26,guadalajara,2022-03-03 21:11:28.672168042,Basico,,0
10227,Mateo,Gomez,55,cali,2022-03-04 03:45:46.586646662,Basico,,0
10228,Carlos,Garcia,40,cali,2022-03-04 10:20:04.501125282,Basico,2024-11-30 23:40:00,1
10229,Luis,Lopez,38,monterrey,2022-03-04 16:54:22.415603901,Basico,,0
10230,Mariana,Torres,74,Unknown,2022-03-04 23:28:40.330082521,Basico,,0
10231,Carlos,Garcia,18,Unknown,2022-03-05 06:02:58.244561141,Premium,,0
10232,Sofia,Torres,38,Unknown,2022-03-05 12:37:16.159039760,Basico,,0
10233,Sofia,Torres,44,bogotá,2022-03-05 19:11:34.073518380,Premium,,0
10234,Ana,Lopez,59,guadalajara,2022-03-06 01:45:51.987997000,Basico,,0
10235,Mariana,Ramirez,76,medellín,2022-03-06 08:20:09.902475619,Premium,,0
10236,Mateo,Garcia,23,medellín,2022-03-06 14:54:27.816954239,Premium,,0
10237,Carlos,Lopez,72,cdmx,2022-03-06 21:28:45.731432859,Premium,,0
10238,Luis,Torres,61,cali,2022-03-07 04:03:03.645911478,Premium,2024-08-02 23:06:40,1
10239,Mariana,Lopez,53,cdmx,2022-03-07 10:37:21.560390098,Premium,,0
10240,Mariana,Ramirez,45,bogotá,2022-03-07 17:11:39.474868718,Premium,,0
10241,Sofia,Garcia,62,monterrey,2022-03-07 23:45:57.389347337,Basico,,0
10242,Ana,Ramirez,34,medellín,2022-03-08 06:20:15.303825957,Basico,,0
10243,Ana,Gomez,48,monterrey,2022-03-08 12:54:33.218304576,Premium,,0
10244,Carlos,Garcia,76,cali,2022-03-08 19:28:51.132783196,Basico,,0
10245,Sofia,Ramirez,57,bogotá,2022-03-09 02:03:09.047261816,Premium,,0
10246,Mariana,Torres,75,cali,2022-03-09 08:37:26.961740435,Premium,,0
10247,Mateo,Garcia,69,Unknown,2022-03-09 15:11:44.876219055,Basico,,0
10248,Sofia,Garcia,20,medellín,,Premium,2024-08-30 23:20:00,1
10249,Carlos,Lopez,29,Unknown,2022-03-10 04:20:20.705176294,Basico,,0
10250,Carlos,Torres,56,cdmx,2022-03-10 10:54:38.619654914,Basico,,0
10251,Sofia,Gomez,29,monterrey,2022-03-10 17:28:56.534133534,Basico,,0
10252,Carlos,Ramirez,19,cdmx,2022-03-11 00:03:14.448612153,Basico,,0
10253,Sofia,Lopez,73,guadalajara,2022-03-11 06:37:32.363090773,Basico,,0
10254,Luis,Ramirez,63,cali,2022-03-11 13:11:50.277569393,Basico,,0
10255,Sofia,Gomez,39,cdmx,2022-03-11 19:46:08.192048012,Basico,,0
10256,Sofia,Gomez,40,bogotá,2022-03-12 02:20:26.106526632,Premium,,0
10257,Carlos,Garcia,47,bogotá,2022-03-12 08:54:44.021005252,Basico,,0
10258,Carlos,Gomez,22,bogotá,2022-03-12 15:29:01.935483871,Basico,,0
10259,Ana,Ramirez,26,bogotá,2022-03-12 22:03:19.849962491,Basico,,0
10260,Ana,Torres,38,cali,2022-03-13 04:37:37.764441111,Premium,,0
10261,Luis,Torres,28,cdmx,2022-03-13 11:11:55.678919730,Premium,2024-09-13 01:13:20,1
10262,Ana,Garcia,22,monterrey,2022-03-13 17:46:13.593398350,Basico,,0
10263,Sofia,Ramirez,52,medellín,2022-03-14 00:20:31.507876970,Basico,,0
10264,Carlos,Ramirez,44,medellín,2022-03-14 06:54:49.422355589,Premium,,0
10265,Ana,Gomez,66,bogotá,2022-03-14 13:29:07.336834209,Basico,,0
10266,Ana,Ramirez,19,Unknown,2022-03-14 20:03:25.251312829,Basico,,0
10267,Luis,Lopez,41,bogotá,2022-03-15 02:37:43.165791448,Basico,,0
10268,Mariana,Gomez,48,bogotá,2022-03-15 09:12:01.080270068,Basico,,0
10269,Luis,Lopez,50,cdmx,2022-03-15 15:46:18.994748688,Premium,,0
10270,Sofia,Garcia,56,bogotá,2022-03-15 22:20:36.909227307,Basico,2024-10-19 23:20:00,1
10271,Carlos,Torres,47,medellín,2022-03-16 04:54:54.823705927,Basico,,0
10272,Luis,Garcia,63,cdmx,2022-03-16 11:29:12.738184546,Basico,,0
10273,Ana,Torres,54,monterrey,2022-03-16 18:03:30.652663166,Premium,,0
10274,Carlos,Garcia,68,cali,2022-03-17 00:37:48.567141786,Premium,,0
10275,Carlos,Ramirez,45,monterrey,2022-03-17 07:12:06.481620405,Premium,,0
10276,Ana,Lopez,77,guadalajara,2022-03-17 13:46:24.396099025,Premium,,0
10277,Luis,Torres,48,medellín,2022-03-17 20:20:42.310577645,Basico,,0
10278,Ana,Gomez,28,guadalajara,2022-03-18 02:55:00.225056264,Premium,,0
10279,Mariana,Lopez,40,Unknown,2022-03-18 09:29:18.139534884,Basico,,0
10280,Carlos,Gomez,74,cdmx,2022-03-18 16:03:36.054013504,Premium,,0
10281,Mateo,Lopez,19,medellín,2022-03-18 22:37:53.968492123,Basico,,0
10282,Mateo,Lopez,57,bogotá,2022-03-19 05:12:11.882970743,Basico,,0
10283,Sofia,Garcia,58,Unknown,2022-03-19 11:46:29.797449363,Basico,2024-06-21 22:46:40,1
10284,Ana,Torres,44,cdmx,2022-03-19 18:20:47.711927982,Premium,,0
10285,Ana,Torres,52,medellín,2022-03-20 00:55:05.626406602,Premium,,0
10286,Sofia,Lopez,19,bogotá,2022-03-20 07:29:23.540885222,Basico,,0
10287,Sofia,Ramirez,56,bogotá,2022-03-20 14:03:41.455363841,Basico,,0
10288,Sofia,Ramirez,54,bogotá,2022-03-20 20:37:59.369842461,Premium,,0
10289,Carlos,Gomez,38,medellín,2022-03-21 03:12:17.284321081,Basico,,0
10290,Mariana,Gomez,75,Unknown,2022-03-21 09:46:35.198799700,Premium,2024-06-07 00:26:40,1
10291,Ana,Garcia,22,cdmx,2022-03-21 16:20:53.113278320,Basico,,0
10292,Carlos,Lopez,69,cdmx,2022-03-21 22:55:11.027756940,Basico,,0
10293,Sofia,Gomez,62,cali,2022-03-22 05:29:28.942235559,Basico,,0
10294,Ana,Gomez,38,cdmx,2022-03-22 12:03:46.856714179,Basico,,0
10295,Carlos,Lopez,46,Unknown,2022-03-22 18:38:04.771192799,Basico,,0
10296,Mariana,Garcia,37,medellín,2022-03-23 01:12:22.685671418,Basico,,0
10297,Carlos,Gomez,48,medellín,2022-03-23 07:46:40.600150038,Basico,,0
10298,Mariana,Garcia,78,guadalajara,2022-03-23 14:20:58.514628658,Basico,,0
10299,Sofia,Torres,55,guadalajara,2022-03-23 20:55:16.429107277,Basico,,0
10300,Mariana,Garcia,37,medellín,2022-03-24 03:29:34.343585897,Premium,,0
10301,Ana,Ramirez,67,Unknown,2022-03-24 10:03:52.258064517,Basico,,0
10302,Sofia,Ramirez,42,Unknown,2022-03-24 16:38:10.172543136,Basico,,0
10303,Ana,Garcia,19,guadalajara,2022-03-24 23:12:28.087021756,Basico,,0
10304,Mateo,Ramirez,74,cdmx,2022-03-25 05:46:46.001500376,Basico,,0
10305,Luis,Torres,49,cdmx,2022-03-25 12:21:03.915978995,Premium,,0
10306,Mariana,Lopez,43,Unknown,2022-03-25 18:55:21.830457615,Basico,,0
10307,Luis,Ramirez,23,guadalajara,2022-03-26 01:29:39.744936234,Premium,,0
10308,Luis,Ramirez,58,cdmx,2022-03-26 08:03:57.659414854,Basico,2024-06-16 01:06:40,1
10309,Mariana,Garcia,74,guadalajara,2022-03-26 14:38:15.573893474,Basico,,0
10310,Sofia,Torres,20,monterrey,2022-03-26 21:12:33.488372093,Basico,,0
10311,Mateo,Lopez,50,Unknown,2022-03-27 03:46:51.402850713,Premium,,0
10312,Ana,Garcia,18,bogotá,2022-03-27 10:21:09.317329333,Premium,,0
